Current_connection,City,Region,Nationality,Gender,Exact_Age,Connection,Segment,Performance,Preference,TRIM_Index,Communication,Proposition,Sales_Experience,Opt_inout,Network_Satisfaction,Customer_Support,Billing_Payment,Website_performance,Mobileapp_satisfaction,Performance_SNS_Promotions
Mobily,Other,Others,Nationals,Male,34,Prepaid,LV,4,3,75,10,10,,10,7,10,10,,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,32,Postpaid,MV,4,1,25,5,9,,10,8,,10,2,,
Mobily,JEDDAH,Western,Nationals,Male,28,Postpaid,MV,3,3,50,8,9,,9,9,9,2,2,8,
Mobily,AD DAMMAM,Eastern,Nationals,Male,38,Prepaid,LV,5,5,150,10,10,,10,10,,10,10,10,
Mobily,AR RIYADH,Central,Nationals,Female,20,Postpaid,HV,4,4,100,10,7,,6,8,8,6,10,10,
Mobily,AR RIYADH,Central,Nationals,Male,22,Postpaid,VHV,4,4,100,7,9,,7,8,,8,7,,
Mobily,RAFHA',Northern,Nationals,Male,30,Prepaid,VLV,3,3,50,5,8,3,0,0,3,0,,,
Mobily,AL HUFUF,Eastern,Nationals,Male,30,Postpaid,VHV,4,3,75,8,6,,7,5,2,8,7,5,
Mobily,Other,Others,Nationals,Male,21,Prepaid,LV,5,5,150,10,10,,10,10,,10,,,
Mobily,Other,Others,Nationals,Male,22,Prepaid,LV,4,4,100,10,10,,10,10,,10,,,
Mobily,AL QATIF,Eastern,Nationals,Male,32,Prepaid,LV,3,3,50,9,10,,9,8,,8,,,
Mobily,ABHA,South,Nationals,Male,25,Postpaid,MV,3,3,50,4,0,,10,10,10,3,,,
Mobily,AR RIYADH,Central,Nationals,Male,49,Postpaid,MV,3,1,0,5,5,,3,5,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,23,Prepaid,LV,4,1,25,10,6,,10,7,10,3,7,10,8
Mobily,JEDDAH,Western,Nationals,Male,30,Prepaid,LV,5,5,150,10,10,,10,10,10,10,,10,
Mobily,AR RIYADH,Central,Nationals,Male,25,Postpaid,LV,5,5,150,7,10,,10,10,10,7,10,7,
Mobily,JEDDAH,Western,Nationals,Female,35,Prepaid,LV,3,4,75,9,9,,10,8,,9,9,9,
Mobily,Other,Others,Nationals,Female,39,Postpaid,VLV,5,5,150,10,10,,10,10,,10,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,28,Prepaid,VLV,3,3,50,8,10,,6,8,,8,,,
Mobily,Other,Others,Nationals,Female,22,Prepaid,VLV,5,5,150,10,10,,10,10,,10,,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,30,Prepaid,VLV,4,2,50,8,6,,10,6,,,,,
Mobily,JEDDAH,Western,Expat Asians,Male,30,Postpaid,VLV,3,4,75,8,9,,8,9,0,5,,10,
Mobily,JEDDAH,Western,Nationals,Female,35,Postpaid,VLV,3,2,25,4,8,,7,5,,5,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,32,Postpaid,VLV,1,2,-25,1,3,,3,8,0,3,,,
Mobily,TABUK,Northern,Expat Asians,Male,43,Postpaid,MV,3,4,75,10,9,,10,10,9,10,10,,10
Mobily,JIZAN,South,Nationals,Female,40,Prepaid,VLV,2,2,0,6,10,,6,4,,,,,
Mobily,AL HUFUF,Eastern,Nationals,Female,,Prepaid,VLV,4,,50,7,5,,6,9,,7,7,,
Mobily,AR RIYADH,Central,Nationals,Male,25,Prepaid,VLV,5,3,100,0,0,,3,4,,0,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,29,Prepaid,HV,5,3,100,10,10,,10,0,,10,,5,
Mobily,AR'AR,Northern,Nationals,Male,30,Postpaid,HV,3,2,25,6,5,,5,6,,4,2,2,
Mobily,Other,Others,Nationals,Female,50,Prepaid,MV,5,5,150,10,9,,10,9,,9,10,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,,Prepaid,MV,4,4,100,5,8,,7,9,,8,,5,
Mobily,JEDDAH,Western,Nationals,Male,34,Prepaid,VLV,4,3,75,8,7,,8,8,,8,,,
Mobily,AR RIYADH,Central,Nationals,Female,26,Prepaid,VLV,4,3,75,10,7,,8,8,,10,9,,
Mobily,JEDDAH,Western,Nationals,Female,27,Prepaid,VLV,4,3,75,9,10,,10,3,10,8,5,10,
Mobily,AD DAMMAM,Eastern,Nationals,Male,28,Postpaid,HV,4,3,75,8,8,,7,6,9,7,8,5,
Mobily,Other,Others,Nationals,Male,25,Postpaid,LV,3,4,75,10,10,,10,7,,8,10,10,
Mobily,Other,Others,Nationals,Male,26,Prepaid,VLV,5,5,150,10,10,,10,7,,10,,,
Mobily,AL MAJMA'AH,Central,Nationals,Male,27,Prepaid,VLV,5,5,150,0,9,,10,10,,10,8,10,
Mobily,AL KHUBAR,Eastern,Nationals,Male,30,Postpaid,VHV,1,1,-50,0,0,,0,0,,0,2,1,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,28,Prepaid,VLV,4,3,75,7,7,,10,10,10,7,,,
Mobily,JEDDAH,Western,Nationals,Male,42,Postpaid,VHV,3,4,75,5,7,,6,5,,1,,10,
Mobily,AR RIYADH,Central,Nationals,Male,40,Postpaid,VHV,5,4,125,5,8,,10,8,,10,,,
Mobily,Other,Others,Nationals,Female,24,Prepaid,LV,5,4,125,7,7,,10,10,,5,9,,10
Mobily,Other,Others,Nationals,Male,60,Postpaid,VLV,4,4,100,7,8,,9,9,,9,,7,8
Mobily,AR RIYADH,Central,Nationals,Male,21,Postpaid,VHV,1,1,-50,5,3,,2,0,,0,,,4
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,35,Prepaid,VLV,4,3,75,5,8,,5,4,,6,,,7
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,36,Prepaid,LV,3,3,50,7,5,,3,8,,2,6,7,
Mobily,JEDDAH,Western,Nationals,Male,45,Postpaid,VHV,4,3,75,7,5,,5,7,7,10,8,8,5
Mobily,AL BADAI',Central,Nationals,Female,25,Prepaid,VLV,3,3,50,5,4,,7,7,,0,5,3,10
Mobily,AR RIYADH,Central,Nationals,Male,23,Postpaid,VHV,4,3,75,10,5,,6,4,10,9,,8,
Mobily,RAFHA',Northern,Nationals,Male,21,Postpaid,MV,4,3,75,10,10,,10,10,,10,10,10,10
Mobily,AL BAHA,South,Nationals,Female,33,Prepaid,LV,5,4,125,10,9,,9,9,,9,,,10
Mobily,AR RIYADH,Central,Nationals,Male,35,Postpaid,MV,3,4,75,5,9,,6,8,,4,8,,7
Mobily,AR RIYADH,Central,Expat Asians,Male,44,Postpaid,HV,4,4,100,8,8,,7,8,8,10,9,10,
Mobily,AR RIYADH,Central,Expat Asians,Female,32,Prepaid,VLV,4,4,100,8,10,,,9,,10,,,
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,44,Postpaid,MV,5,5,150,9,10,,10,8,,8,9,10,
Mobily,AR RIYADH,Central,Expat Asians,Male,30,Postpaid,HV,4,4,100,8,9,,9,9,10,10,,10,10
Mobily,UNAYZAH,Central,Nationals,Female,24,Prepaid,VLV,5,5,150,6,6,,9,8,,9,8,8,
Mobily,AD DAMMAM,Eastern,Nationals,Male,56,Postpaid,VHV,5,5,150,10,10,,10,10,,10,10,10,10
Mobily,JEDDAH,Western,Expat Asians,Male,47,Postpaid,LV,4,3,75,7,6,,8,7,,9,8,8,7
Mobily,JEDDAH,Western,Expat Asians,Male,34,Postpaid,LV,3,3,50,5,5,,5,5,,8,5,8,
Mobily,BURAYDAH,Central,Nationals,Male,30,Prepaid,VLV,3,4,75,10,8,,8,5,,8,,,
Mobily,ABHA,South,Nationals,Male,31,Postpaid,HV,3,3,50,5,10,7,10,5,8,8,,,5
Mobily,AR RIYADH,Central,Expat Asians,Male,37,Postpaid,MV,4,4,100,10,9,,,10,,10,10,,10
Mobily,AR RIYADH,Central,Expat Asians,Male,25,Prepaid,HV,4,4,100,10,9,,9,9,9,9,10,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Female,54,Postpaid,LV,5,5,150,8,8,,10,10,,10,10,,8
Mobily,Other,Others,Expat Asians,Male,32,Prepaid,VLV,4,4,100,9,9,,7,9,,9,9,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Asians,Male,27,Postpaid,VLV,4,4,100,7,8,6,10,8,10,8,,10,10
Mobily,JEDDAH,Western,Expat Asians,Female,52,Prepaid,VLV,5,5,150,10,10,,10,5,8,10,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,28,Postpaid,MV,3,3,50,0,6,,5,5,,4,1,,
Mobily,AL QATIF,Eastern,Nationals,Male,20,Postpaid,LV,1,1,-50,5,4,,2,4,,5,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Female,21,Prepaid,VLV,4,3,75,8,2,,7,10,,,,,
Mobily,JEDDAH,Western,Nationals,Female,41,Prepaid,HV,5,5,150,10,10,,10,10,,10,,10,
Mobily,YANBU AN NAKHL,Northern,Nationals,Male,50,Postpaid,VHV,3,1,0,4,5,,7,3,8,3,,1,
Mobily,AL QATIF,Eastern,Nationals,Female,27,Prepaid,VLV,2,3,25,8,7,,9,8,,8,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,28,Postpaid,VHV,2,3,25,9,8,,7,9,8,8,8,10,
Mobily,AR RASS,Central,Nationals,Female,27,Postpaid,VLV,2,2,0,4,6,,4,3,4,6,6,7,7
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,25,Prepaid,VLV,4,4,100,9,10,,10,10,,10,,,
Mobily,HAIL,Northern,Nationals,Male,30,Postpaid,HV,1,1,-50,7,4,,1,3,,10,,,7
Mobily,AR RIYADH,Central,Nationals,Female,24,Prepaid,LV,4,5,125,,10,,10,8,10,10,,10,
Mobily,JEDDAH,Western,Nationals,Male,25,Prepaid,VLV,2,2,0,8,10,,8,8,9,5,9,10,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,47,Prepaid,VLV,5,5,150,10,10,,10,10,,10,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,54,Postpaid,MV,4,4,100,9,10,,10,10,,9,7,8,
Mobily,RAFHA',Northern,Nationals,Male,25,Prepaid,LV,5,4,125,10,10,,10,7,,10,6,10,
Mobily,JEDDAH,Western,Nationals,Male,30,Postpaid,VHV,5,5,150,10,10,,10,10,10,10,10,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,35,Postpaid,VHV,1,1,-50,3,0,,0,0,0,3,6,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,31,Postpaid,HV,5,5,150,10,10,,10,10,10,8,8,,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,25,Prepaid,LV,4,4,100,6,10,,10,10,10,10,10,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,40,Postpaid,VHV,3,2,25,5,6,,6,2,,4,8,8,5
Mobily,AR RIYADH,Central,Expat Asians,Male,30,Prepaid,VLV,3,2,25,10,10,,3,10,,7,,,
Mobily,BURAYDAH,Central,Nationals,Male,35,Prepaid,LV,3,3,50,0,4,,8,6,,1,,,
Mobily,JEDDAH,Western,Nationals,Male,26,Prepaid,LV,5,5,150,10,10,,10,10,,10,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,46,Postpaid,VLV,3,1,0,10,7,,6,7,6,7,,8,
Mobily,AR RIYADH,Central,Expat Arabs,Male,35,Postpaid,VHV,4,3,75,10,5,,8,8,8,10,6,8,
Mobily,JEDDAH,Western,Nationals,Male,44,Prepaid,LV,5,4,125,9,8,,10,10,10,8,10,10,5
Mobily,AD DAMMAM,Eastern,Nationals,Male,45,Prepaid,MV,2,3,25,7,8,,6,8,,8,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,42,Prepaid,VLV,3,5,100,10,10,,10,7,,10,,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,38,Prepaid,LV,5,4,125,10,10,,10,10,,10,,,
Mobily,AR RIYADH,Central,Nationals,Female,18,Prepaid,LV,5,1,50,10,10,,10,10,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,53,Postpaid,LV,1,1,-50,6,4,,4,2,,2,5,,
Mobily,Other,Others,Nationals,Male,50,Postpaid,VHV,5,5,150,10,10,,10,10,,10,,,
Mobily,AR RIYADH,Central,Nationals,Female,20,Prepaid,LV,5,5,150,10,7,,7,10,,9,,,
Mobily,AT TAIF,Western,Nationals,Male,30,Postpaid,MV,3,2,25,9,8,,8,4,,8,,6,8
Mobily,AR RIYADH,Central,Nationals,Female,43,Prepaid,VLV,4,5,125,10,10,,10,10,,10,,,
Mobily,JEDDAH,Western,Expat Arabs,Male,39,Prepaid,VLV,4,5,125,10,10,,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Expat Arabs,Male,49,Prepaid,VLV,5,5,150,0,10,,10,10,0,6,,,
Mobily,JEDDAH,Western,Expat Arabs,Female,40,Postpaid,VHV,5,5,150,10,10,,10,10,,10,,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,45,Prepaid,MV,2,1,-25,7,10,,,1,,0,1,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,50,Prepaid,VLV,2,2,0,7,5,,6,7,,5,,,
Mobily,AR RIYADH,Central,Expat Asians,Male,29,Prepaid,LV,5,5,150,8,10,,7,10,7,7,8,8,
Mobily,JEDDAH,Western,Expat Asians,Female,49,Prepaid,VLV,5,5,150,9,9,,9,9,,9,,,
Mobily,BAYSH,South,Nationals,Male,25,Prepaid,MV,5,2,75,5,10,,10,10,,10,10,10,
Mobily,UNAYZAH,Central,Nationals,Male,23,Prepaid,VLV,4,5,125,9,10,,10,10,10,10,9,10,
Mobily,AD DAMMAM,Eastern,Nationals,Female,31,Postpaid,LV,5,5,150,10,10,,10,9,,10,8,,9
Mobily,AR RIYADH,Central,Nationals,Male,21,Postpaid,LV,2,3,25,10,9,,10,5,10,5,10,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,29,Postpaid,MV,4,4,100,6,7,,9,7,,7,,,
Mobily,HAFAR AL BATIN,Eastern,Nationals,Male,30,Postpaid,HV,5,4,125,10,0,,10,10,,5,,10,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,29,Postpaid,VHV,1,1,-50,2,1,,0,1,,1,,,
Mobily,JEDDAH,Western,Nationals,Female,26,Prepaid,VLV,1,2,-25,,,,10,5,9,10,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,20,Prepaid,VLV,3,3,50,10,10,,10,0,,10,,,
Mobily,JEDDAH,Western,Nationals,Male,19,Prepaid,LV,3,3,50,10,10,,1,8,7,10,10,10,
Mobily,AL KHUBAR,Eastern,Nationals,Female,22,Postpaid,VLV,2,2,0,,10,,10,5,,10,,,
Mobily,HAIL,Northern,Nationals,Male,22,Postpaid,VLV,5,3,100,0,10,,10,5,10,10,10,10,
Mobily,HAIL,Northern,Nationals,Male,29,Postpaid,VLV,5,3,100,8,8,,8,8,,7,,,9
Mobily,ABHA,South,Nationals,Male,46,Postpaid,VHV,5,5,150,10,10,,10,10,10,10,,10,
Mobily,AL KHARJ,Central,Nationals,Male,40,Prepaid,VLV,4,3,75,,7,,10,8,,6,,,8
Mobily,AD DAMMAM,Eastern,Nationals,Male,40,Postpaid,LV,4,1,25,5,9,,9,10,,5,8,10,
Mobily,JEDDAH,Western,Nationals,Male,48,Postpaid,LV,4,4,100,8,8,,8,6,7,8,,7,
Mobily,TABUK,Northern,Nationals,Female,22,Postpaid,VLV,2,2,0,8,3,,10,5,,3,,,3
Mobily,ABHA,South,Nationals,Female,23,Postpaid,VLV,5,4,125,10,8,,6,10,,9,,,
Mobily,JEDDAH,Western,Nationals,Male,48,Postpaid,VHV,3,3,50,5,2,5,5,3,3,5,5,,
Mobily,AR RIYADH,Central,Nationals,Female,20,Prepaid,VLV,4,5,125,8,10,,10,9,,9,7,10,10
Mobily,JEDDAH,Western,Nationals,Male,43,Prepaid,LV,4,3,75,3,10,,10,10,,10,,,
Mobily,ABHA,South,Nationals,Female,28,Postpaid,VLV,4,4,100,7,8,,9,9,,8,,9,9
Mobily,AL BAHA,South,Nationals,Male,21,Prepaid,VLV,3,3,50,0,7,,5,3,,7,5,,
Mobily,JEDDAH,Western,Nationals,Male,32,Prepaid,MV,4,4,100,7,5,,10,10,10,7,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,24,Prepaid,MV,5,5,150,10,10,,10,10,10,10,10,,10
Mobily,Other,Others,Nationals,Male,18,Postpaid,LV,4,1,25,8,9,,7,5,,7,7,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,29,Prepaid,LV,3,1,0,7,9,,10,7,,5,,,
Mobily,Other,Others,Nationals,Male,39,Postpaid,MV,3,3,50,5,8,,5,5,6,5,5,5,
Mobily,AT TAIF,Western,Nationals,Male,30,Postpaid,VLV,3,3,50,7,10,,10,6,,8,,,7
Mobily,AR RIYADH,Central,Nationals,Male,28,Prepaid,LV,5,3,100,,10,,6,6,,4,8,,
Mobily,JIZAN,South,Nationals,Male,44,Prepaid,VLV,3,3,50,3,7,,5,3,,4,,7,
Mobily,JEDDAH,Western,Nationals,Male,50,Postpaid,HV,3,3,50,0,5,,5,5,,5,,,
Mobily,JEDDAH,Western,Nationals,Male,26,Prepaid,VLV,5,5,150,10,10,,10,10,,10,10,,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,34,Prepaid,VLV,5,2,75,10,8,,9,10,7,10,10,,
Mobily,AL HUFUF,Eastern,Nationals,Male,40,Postpaid,MV,4,4,100,6,6,,6,5,8,7,6,9,
Mobily,AD DAMMAM,Eastern,Nationals,Female,33,Prepaid,MV,3,1,0,,,,2,3,,10,,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,25,Prepaid,LV,4,4,100,5,10,,10,8,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Female,30,Postpaid,VLV,5,5,150,8,8,,9,10,,7,8,9,
Mobily,TABUK,Northern,Nationals,Female,23,Prepaid,LV,4,2,50,5,9,,8,6,,8,,,
Mobily,AR RIYADH,Central,Nationals,Male,29,Postpaid,VHV,3,2,25,2,5,,3,0,0,0,,3,10
Mobily,Other,Others,Nationals,Male,51,Postpaid,VLV,5,5,150,10,10,,10,10,10,10,,,
Mobily,AT TAIF,Western,Nationals,Male,33,Postpaid,VHV,4,4,100,7,9,,7,7,,6,6,8,
Mobily,AL KHARJ,Central,Nationals,Female,45,Postpaid,LV,4,4,100,7,8,,5,8,,8,,,
Mobily,AL KHARJ,Central,Nationals,Male,22,Prepaid,LV,5,5,150,7,10,,10,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,28,Postpaid,MV,4,4,100,5,9,,10,2,,10,,10,
Mobily,Other,Others,Nationals,Female,50,Prepaid,VLV,4,5,125,9,9,,10,10,,10,,,
Mobily,ADH DHAHRAN,Eastern,Nationals,Male,19,Postpaid,VLV,5,4,125,10,9,,9,10,,8,,,8
Mobily,JEDDAH,Western,Nationals,Male,42,Postpaid,MV,4,4,100,10,8,,8,8,10,10,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,26,Postpaid,VLV,4,3,75,10,10,,10,10,,10,7,10,
Mobily,AR RIYADH,Central,Nationals,Male,50,Prepaid,LV,3,2,25,0,4,,5,3,4,3,3,5,
Mobily,AR RIYADH,Central,Nationals,Female,27,Prepaid,LV,5,3,100,9,9,,10,8,,10,,,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,64,Postpaid,HV,4,4,100,5,6,,7,6,6,7,,,
Mobily,AR RIYADH,Central,Nationals,Male,38,Prepaid,LV,3,3,50,0,0,,7,5,,0,1,5,1
Mobily,AL KHUBAR,Eastern,Nationals,Male,35,Postpaid,VHV,3,3,50,6,6,,4,8,,5,1,,
Mobily,AR RIYADH,Central,Nationals,Female,33,Prepaid,VLV,4,4,100,10,9,,9,10,,,,,
Mobily,Other,Others,Nationals,Male,30,Prepaid,VLV,3,3,50,5,5,,5,5,10,3,,10,
Mobily,Other,Others,Nationals,Male,25,Prepaid,MV,5,4,125,10,5,,10,10,,0,10,,
Mobily,AR RIYADH,Central,Nationals,Male,22,Prepaid,VLV,4,5,125,10,10,,10,10,10,10,10,10,
Mobily,Other,Others,Nationals,Female,25,Prepaid,LV,5,5,150,8,,,10,10,,,,,
Mobily,Other,Others,Nationals,Male,27,Postpaid,HV,1,1,-50,0,0,,0,10,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,23,Prepaid,VLV,2,2,0,2,8,,8,7,,7,,,
Mobily,AR RIYADH,Central,Nationals,Male,51,Postpaid,HV,2,2,0,2,5,,4,4,7,9,5,,
Mobily,JEDDAH,Western,Nationals,Male,35,Prepaid,VLV,3,4,75,8,7,,5,4,,1,,,
Mobily,AT TAIF,Western,Nationals,Male,26,Prepaid,LV,4,5,125,10,9,,10,10,,10,10,8,
Mobily,JIZAN,South,Nationals,Male,40,Postpaid,VLV,1,1,-50,0,0,,,8,8,3,9,5,
Mobily,Other,Others,Nationals,Female,28,Prepaid,VLV,2,3,25,6,5,,8,4,,6,,,
Mobily,AR RIYADH,Central,Nationals,Male,50,Postpaid,HV,1,1,-50,0,0,,0,0,0,0,,1,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,24,Prepaid,VLV,2,2,0,5,10,,10,3,10,10,,,
Mobily,AR RIYADH,Central,Nationals,Male,26,Prepaid,LV,3,4,75,7,7,,7,7,,5,,,
Mobily,YANBU AN NAKHL,Northern,Nationals,Male,27,Postpaid,VLV,3,5,100,,7,,0,2,,0,,,
Mobily,JEDDAH,Western,Nationals,Male,21,Prepaid,LV,4,4,100,10,10,,10,8,,10,9,,
Mobily,AL KHUBAR,Eastern,Nationals,Male,35,Prepaid,VLV,4,5,125,9,9,,9,9,,9,7,9,7
Mobily,ADH DHAHRAN,Eastern,Nationals,Male,29,Postpaid,VHV,4,4,100,10,9,9,9,10,10,10,9,10,
Mobily,TABUK,Northern,Nationals,Male,32,Postpaid,VHV,4,4,100,,10,,10,5,,10,10,10,
Mobily,Other,Others,Nationals,Male,33,Postpaid,HV,3,3,50,3,3,,7,6,10,6,6,1,10
Mobily,UNAYZAH,Central,Nationals,Male,38,Postpaid,MV,4,4,100,10,10,,10,6,10,8,,10,
Mobily,JEDDAH,Western,Nationals,Male,22,Postpaid,MV,3,1,0,10,,,10,6,,10,10,,
Mobily,JEDDAH,Western,Nationals,Male,35,Prepaid,LV,3,2,25,10,10,,7,8,,7,,,
Mobily,JEDDAH,Western,Nationals,Male,30,Prepaid,VLV,3,3,50,5,8,,10,7,10,8,,,
Mobily,AR RIYADH,Central,Nationals,Female,22,Prepaid,VLV,5,1,50,6,9,,10,10,,8,,,
Mobily,AD DAMMAM,Eastern,Nationals,Female,48,Prepaid,VLV,2,3,25,8,8,,0,10,,8,,,
Mobily,AD DAMMAM,Eastern,Nationals,Male,21,Prepaid,VLV,4,4,100,8,7,,9,7,,10,,10,
Mobily,JIZAN,South,Nationals,Male,30,Prepaid,MV,3,4,75,10,10,,8,8,,10,10,,10
Mobily,TABUK,Northern,Nationals,Male,18,Prepaid,VLV,4,5,125,10,10,,10,10,,10,,,
Mobily,AR RIYADH,Central,Nationals,Male,25,Postpaid,MV,2,1,-25,,8,,0,8,,2,7,4,
Mobily,Other,Others,Nationals,Female,40,Prepaid,VLV,4,3,75,9,10,,8,9,,10,,,10
Mobily,UNAYZAH,Central,Nationals,Female,36,Postpaid,VLV,5,5,150,10,10,,10,10,,10,10,,
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,55,Postpaid,VHV,4,3,75,8,8,,7,8,,8,8,,
Mobily,DAWMAT AL JANDAL,Northern,Expat Asians,Male,34,Prepaid,VLV,5,3,100,7,7,,7,5,7,0,5,5,
Mobily,SAYHAT,Eastern,Nationals,Male,34,Postpaid,VLV,3,2,25,,7,10,10,7,10,7,7,9,
Mobily,JEDDAH,Western,Nationals,Female,24,Prepaid,LV,2,2,0,6,9,,10,3,,6,,,
Mobily,Other,Others,Nationals,Male,25,Postpaid,VHV,1,1,-50,4,8,,5,0,8,7,4,6,
Mobily,Other,Others,Nationals,Male,47,Postpaid,VHV,5,5,150,10,10,,10,10,10,10,,10,
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Female,28,Prepaid,VLV,5,5,150,10,10,,10,10,10,10,10,10,
Mobily,UNAYZAH,Central,Nationals,Male,29,Postpaid,VHV,5,5,150,10,10,,10,7,,10,10,10,10
Mobily,JEDDAH,Western,Expat Asians,Female,41,Prepaid,VLV,4,5,125,10,10,,10,10,10,10,10,10,
Mobily,AL KHUBAR,Eastern,Nationals,Male,35,Postpaid,VLV,2,1,-25,,3,7,5,5,5,4,,4,
Mobily,AR RIYADH,Central,Nationals,Male,21,Postpaid,VLV,4,3,75,8,7,,9,7,,8,,7,
Mobily,AR RIYADH,Central,Nationals,Male,28,Prepaid,VLV,2,2,0,3,2,,0,1,,0,1,5,
Mobily,AL JUBAIL,Eastern,Nationals,Female,35,Postpaid,VLV,5,5,150,10,10,,9,10,,6,,10,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,63,Postpaid,LV,1,2,-25,3,1,,1,0,,1,,,
Mobily,AL HUFUF,Eastern,Nationals,Male,52,Prepaid,LV,5,4,125,10,9,,10,10,,10,,,
Mobily,JEDDAH,Western,Nationals,Male,31,Prepaid,LV,4,3,75,8,7,,9,7,,6,,,8
Mobily,JEDDAH,Western,Nationals,Female,26,Postpaid,LV,,,0,8,8,,7,1,,0,,10,
Mobily,JEDDAH,Western,Nationals,Female,40,Postpaid,LV,5,5,150,10,7,,10,10,,10,,,
Mobily,AL HUFUF,Eastern,Nationals,Male,30,Postpaid,MV,3,3,50,7,6,,10,6,,3,,,
Mobily,Other,Others,Nationals,Male,56,Postpaid,VLV,3,3,50,4,5,,4,4,6,3,,,
Mobily,JEDDAH,Western,Nationals,Female,28,Postpaid,MV,5,3,100,9,10,,10,10,,10,10,7,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,30,Prepaid,VLV,4,3,75,7,6,,8,8,,7,,,
Mobily,JIZAN,South,Nationals,Male,19,Prepaid,LV,,4,50,7,10,,10,9,,7,,,
Mobily,KHAMIS MUSHAYT,South,Nationals,Male,28,Postpaid,VHV,5,3,100,10,2,,7,2,,3,,,
Mobily,AR RIYADH,Central,Nationals,Female,38,Postpaid,LV,5,5,150,10,10,,10,10,,10,10,,
Mobily,AR RIYADH,Central,Nationals,Male,35,Prepaid,VLV,4,4,100,8,9,,9,10,,10,,9,
Mobily,AT TAIF,Western,Nationals,Male,36,Postpaid,HV,2,3,25,4,2,,3,4,5,3,1,9,
Mobily,AT TAIF,Western,Nationals,Male,22,Postpaid,LV,3,3,50,5,10,,10,10,10,5,,10,
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,30,Prepaid,VLV,3,2,25,4,8,,10,5,,2,1,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,25,Postpaid,MV,4,3,75,10,10,,10,7,10,8,,9,
Mobily,Other,Others,Nationals,Male,40,Postpaid,VHV,5,5,150,10,10,,10,10,10,10,10,10,
Mobily,JEDDAH,Western,Nationals,Female,29,Postpaid,LV,5,5,150,10,10,10,10,10,10,10,,10,10
Mobily,JEDDAH,Western,Nationals,Male,18,Postpaid,VLV,3,4,75,10,7,,10,8,8,10,10,,
